Object ID,Title,Period,Medium,Image,Image Download Link,Object URL,Artist
46,碗,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://www.metmuseum.org/art/collection/search/873,unknown
47,碗,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://www.metmuseum.org/art/collection/search/874,unknown
48,碗,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://www.metmuseum.org/art/collection/search/875,unknown
49,碗,1700–1800,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP-26115-001.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP-26115-001.jpg,https://www.metmuseum.org/art/collection/search/876,unknown
50,碗,ca. 1860–66,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP259237.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP259237.jpg,https://www.metmuseum.org/art/collection/search/877,unknown
51,碗,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258502.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258502.jpg,https://www.metmuseum.org/art/collection/search/882,unknown
52,碗,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258502.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258502.jpg,https://www.metmuseum.org/art/collection/search/883,unknown
53,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/973,unknown
54,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/974,unknown
55,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/975,unknown
56,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/976,unknown
57,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/977,unknown
58,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/978,unknown
59,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/979,unknown
60,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/980,unknown
61,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/981,unknown
62,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/982,unknown
63,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/983,unknown
64,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/984,unknown
65,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/985,unknown
66,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/986,unknown
67,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/987,unknown
68,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/988,unknown
69,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/989,unknown
70,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/990,unknown
71,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/991,unknown
72,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/992,unknown
73,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/993,unknown
74,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/994,unknown
75,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/995,unknown
76,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/996,unknown
77,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/997,unknown
78,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/998,unknown
79,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/999,unknown
80,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/1000,unknown
81,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/1001,unknown
82,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/1002,unknown
83,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/1003,unknown
84,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/1004,unknown
85,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/1005,unknown
86,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/1006,unknown
87,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/1007,unknown
88,面包盘,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/1008,unknown
89,球根盆,1700–1900,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP262498.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP262498.jpg,https://www.metmuseum.org/art/collection/search/1035,unknown
90,球根盆,18th century,瓷器,no_image,unknown,https://www.metmuseum.org/art/collection/search/1036,unknown
91,内阁,ca. 1884,红木、象牙、珍珠母、黄铜、玻璃和其他木材,https://images.metmuseum.org/CRDImages/ad/original/193008.jpg,https://images.metmuseum.org/CRDImages/ad/original/193008.jpg,https://www.metmuseum.org/art/collection/search/1085,查尔斯 蒂什
92,烛台,ca. 1800,木头,https://images.metmuseum.org/CRDImages/ad/original/138632.jpg,https://images.metmuseum.org/CRDImages/ad/original/138632.jpg,https://www.metmuseum.org/art/collection/search/1171,unknown
93,烛台,1800–1900,瓷器,no_image,unknown,https://www.metmuseum.org/art/collection/search/1217,unknown
94,烛台,1800–1900,瓷器,no_image,unknown,https://www.metmuseum.org/art/collection/search/1299,unknown
95,烛台,1800–1900,瓷器,no_image,unknown,https://www.metmuseum.org/art/collection/search/1300,unknown
96,罐头,1783,银,https://images.metmuseum.org/CRDImages/ad/original/DP105882.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP105882.jpg,https://www.metmuseum.org/art/collection/search/1398,小保罗敬畏。
97,罐头,1783,银,https://images.metmuseum.org/CRDImages/ad/original/DP241437.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP241437.jpg,https://www.metmuseum.org/art/collection/search/1399,小保罗敬畏。
98,露天水果篮,ca. 1770–72,釉下蓝饰软陶,https://images.metmuseum.org/CRDImages/ad/original/DP207185.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP207185.jpg,https://www.metmuseum.org/art/collection/search/1980,美中制造厂
99,充电器,ca. 1680,锡釉陶器,https://images.metmuseum.org/CRDImages/ad/original/ES5950.jpg,https://images.metmuseum.org/CRDImages/ad/original/ES5950.jpg,https://www.metmuseum.org/art/collection/search/1982,unknown
100,咖啡杯,ca. 1784,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP-26110-001.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP-26110-001.jpg,https://www.metmuseum.org/art/collection/search/2109,unknown
101,咖啡杯和茶托,ca. 1860–66,瓷器,https://images.metmuseum.org/CRDImages/ad/original/171510.jpg,https://images.metmuseum.org/CRDImages/ad/original/171510.jpg,https://www.metmuseum.org/art/collection/search/2110,unknown
102,咖啡杯和茶托,ca. 1860–66,瓷器,no_image,unknown,https://www.metmuseum.org/art/collection/search/2111,unknown
103,咖啡杯和茶托,ca. 1860–66,瓷器,no_image,unknown,https://www.metmuseum.org/art/collection/search/2112,unknown
104,咖啡杯和茶托,ca. 1860–66,瓷器,no_image,unknown,https://www.metmuseum.org/art/collection/search/2113,unknown
105,咖啡壶,1845,银,https://images.metmuseum.org/CRDImages/ad/original/ADA5792.jpg,https://images.metmuseum.org/CRDImages/ad/original/ADA5792.jpg,https://www.metmuseum.org/art/collection/search/2126,安德鲁·埃利科特·沃纳
106,咖啡壶,1800–1830,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP264520.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP264520.jpg,https://www.metmuseum.org/art/collection/search/2134,unknown
107,咖啡壶,1800–1815,瓷器,https://images.metmuseum.org/CRDImages/ad/original/129669.jpg,https://images.metmuseum.org/CRDImages/ad/original/129669.jpg,https://www.metmuseum.org/art/collection/search/2153,unknown
108,首饰盒,ca. 1730–60,铜、搪瓷、黄铜,https://images.metmuseum.org/CRDImages/ad/original/DP-13911-011.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP-13911-011.jpg,https://www.metmuseum.org/art/collection/search/2154,unknown
109,梳子,ca. 1905,金、珍珠、珐琅，可能还有角,no_image,unknown,https://www.metmuseum.org/art/collection/search/2176,弗洛伦斯·科勒
110,盖有两个把手的碗,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258503.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258503.jpg,https://www.metmuseum.org/art/collection/search/2328,unknown
111,有两个把手的碗和托盘,1785–90,硬质瓷,https://images.metmuseum.org/CRDImages/ad/original/DP258503.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258503.jpg,https://www.metmuseum.org/art/collection/search/2329,unknown
112,卡片盒,ca. 1835,玳瑁,https://images.metmuseum.org/CRDImages/ad/original/160267.jpg,https://images.metmuseum.org/CRDImages/ad/original/160267.jpg,https://www.metmuseum.org/art/collection/search/2348,unknown
113,奶精,1785–1805,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP264261.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP264261.jpg,https://www.metmuseum.org/art/collection/search/2353,unknown
114,有盖花瓶,1785–1815,瓷器,https://images.metmuseum.org/CRDImages/ad/original/138215.jpg,https://images.metmuseum.org/CRDImages/ad/original/138215.jpg,https://www.metmuseum.org/art/collection/search/2392,unknown
115,有盖花瓶,1785–1815,瓷器,https://images.metmuseum.org/CRDImages/ad/original/138216.jpg,https://images.metmuseum.org/CRDImages/ad/original/138216.jpg,https://www.metmuseum.org/art/collection/search/2393,unknown
116,有盖热水盘,1800–1900,瓷器,https://images.metmuseum.org/CRDImages/ad/original/155839.jpg,https://images.metmuseum.org/CRDImages/ad/original/155839.jpg,https://www.metmuseum.org/art/collection/search/2394,unknown
117,有盖热水盘,1800–1900,瓷器,https://images.metmuseum.org/CRDImages/ad/original/155840.jpg,https://images.metmuseum.org/CRDImages/ad/original/155840.jpg,https://www.metmuseum.org/art/collection/search/2395,unknown
118,有盖珠宝盒,1888,釉上镀金瓷器,no_image,unknown,https://www.metmuseum.org/art/collection/search/2417,路易斯·麦克劳克林
119,有盖水罐,1790–1810,瓷器,no_image,unknown,https://www.metmuseum.org/art/collection/search/2419,unknown
120,有盖水罐,1790–1810,瓷器,no_image,unknown,https://www.metmuseum.org/art/collection/search/2420,unknown
121,有盖水罐,1790–1810,瓷器,no_image,unknown,https://www.metmuseum.org/art/collection/search/2421,unknown
122,有盖水罐,1790–1810,瓷器,no_image,unknown,https://www.metmuseum.org/art/collection/search/2422,unknown
123,有盖投手,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258508.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258508.jpg,https://www.metmuseum.org/art/collection/search/2432,unknown
124,有盖投手,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258508.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258508.jpg,https://www.metmuseum.org/art/collection/search/2433,unknown
125,有盖盘子,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258507.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258507.jpg,https://www.metmuseum.org/art/collection/search/2434,unknown
126,有盖盘子,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258507.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258507.jpg,https://www.metmuseum.org/art/collection/search/2435,unknown
127,有盖盘子,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258639.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258639.jpg,https://www.metmuseum.org/art/collection/search/2436,unknown
128,有盖盘子,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258507.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258507.jpg,https://www.metmuseum.org/art/collection/search/2437,unknown
129,有盖的潘趣碗,1745–55,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DT5525.jpg,https://images.metmuseum.org/CRDImages/ad/original/DT5525.jpg,https://www.metmuseum.org/art/collection/search/2441,unknown
130,酱汁盖碗,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258506.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258506.jpg,https://www.metmuseum.org/art/collection/search/2451,unknown
131,酱汁盖碗,1785–90,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP258505.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258505.jpg,https://www.metmuseum.org/art/collection/search/2452,unknown
132,有盖飞碟,1790–1800,瓷器,https://images.metmuseum.org/CRDImages/ad/original/171552.jpg,https://images.metmuseum.org/CRDImages/ad/original/171552.jpg,https://www.metmuseum.org/art/collection/search/2454,unknown
133,有盖飞碟,1790–1800,瓷器,https://images.metmuseum.org/CRDImages/ad/original/171553.jpg,https://images.metmuseum.org/CRDImages/ad/original/171553.jpg,https://www.metmuseum.org/art/collection/search/2455,unknown
134,有盖飞碟,ca. 1860–66,瓷器,no_image,unknown,https://www.metmuseum.org/art/collection/search/2456,unknown
135,有盖飞碟,ca. 1860–66,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP260299.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP260299.jpg,https://www.metmuseum.org/art/collection/search/2457,unknown
136,有盖上菜,ca. 1860–66,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP260312.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP260312.jpg,https://www.metmuseum.org/art/collection/search/2458,unknown
137,有盖上菜,ca. 1860–66,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP260311.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP260311.jpg,https://www.metmuseum.org/art/collection/search/2459,unknown
138,有盖上菜,ca. 1860–66,瓷器,https://images.metmuseum.org/CRDImages/ad/original/DP260310.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP260310.jpg,https://www.metmuseum.org/art/collection/search/2460,unknown
139,有盖上菜,ca. 1860–66,瓷器,no_image,unknown,https://www.metmuseum.org/art/collection/search/2461,unknown
140,有盖上菜,ca. 1860–66,瓷器,no_image,unknown,https://www.metmuseum.org/art/collection/search/2462,unknown
